id,area_name,quest
p3_7,쿠아식 금고실,거점에서 마을로 복귀
p3_town,풀숲,힐다와 대화하고 보상 받고 쿠아식 금고실로 이동
p3_7,쿠아식 금고실,젤리나 와 졸린 처치 후 도리아니 대화하고 마을로 귀환 (선택: 작은 영혼 핵 획득하고 금고실 파밍)

p3_town,풀숲,두건쓴 자와 대화하고 바스티리로 이동하기 클릭
p2_town,카리 장터,아살라 와 자르카 대화하고 1시 방향 카리 교차로로 나가기
p2_1,카리 교차로,2시 방향에 있는 아크티 와 아눈드르 처치하고 마을 복귀
p2_town,카리 장터,리수와 대화하고 보상 받은 후 1시 방향으로 나가서 카리 교차로로 이동
p2_1,카리 교차로, 10시 방향 갈라이 문으로 입장
p2_5,갈라이 문, 거점 활성화하고 카리 교차로로 다시 나가기
p2_1,카리 교차로,7시 방향 카탈의 웅덩이로 이동
p2_2,카탈의 웅덩이,셀 카리 성역 입장 (6시 방향 내려가면서 왼쪽 벽 따라서 이동)
p2_3,셀 카리 성역,코브라 군주 엘자라 처치 (11시) → 아살라 대화 → 마을
p2_town,카리 장터,마을 거점에서 갈라이문으로 이동
p2_5,갈라이 문,보르나스 처치 후 키마로 이동
p2_6,키마,1시 방향 끝에서 자도 소환하고 키마 저수지로 이동
p2_7,키마 저수지,아즈마디 처치 후 대바리야 클릭하고 자도와 대화하고 마을로 이동
p2_town,카리 장터,두건 쓴 자와 대화하고 오검으로 이동하기 클릭
p1_town,피난처,렌리 대화 후 6시 방향 그을린 농지로 이동

p1_1,그을린 농지,거점 / 세를의 두름돌로 이동 (추천 이동 방향: 7시→5시 방향)
p1_2,세를의 두름돌,모든 룬 활성화 후 시오라 처치하고 우나 대화 후 입장했던 곳으로 이동해서 그을린 농지로 돌아가기
p1_1,그을린 농지,체크포인트 클릭해서 9시 방향 체크포인트 (어둠을 통과하는 길) 이동 후 검은 숲 입장
p1_3,검은 숲,왼쪽으로 이동하다가 위로 올라가면서 홀튼 입장 (ㄴ 모양)
p1_4,홀튼,1시 방향 울븐홀드 입장
p1_5,울븐홀드,입구에서 12시 방향 오스윈 처치하고 홀튼으로 돌아가기
p1_4,홀튼,홀튼 영지 찾아서 이동 (울븐홀드 입구에서 9시 방향)
p1_6,홀튼 영지,반시계 방향으로 길 찾기 / 울프릭 과 엘스위트 처치 후 마을로 복귀
p1_town,피난처,렌리 대화 후 4장 킹스마치로 이동
g4_town,킹스마치,두건 쓴 자 대화하고 오리아스로 이동
g_endgame_town,지구라트 피난처,알바 와 도리아니 대화 후 지도 장치 사용하고 맵핑하기. 액트 끝! 수고하셨습니다!
