id,area_name,quest
1_3_5,장터,"12시 또는 7시 방향 벽 따라서 이동전쟁터 입장"
1_3_7,전쟁터,"10시 방향으로 이동, 웨이 찍고 끈 감개 찾고 11시 방향을 가서 항구 입장"
1_3_9,항구,"아황산염 찾고 강종, 전쟁터 입장"
1_3_7,전쟁터,"1시 방향 솔라리스 사원 1층 입장"
1_3_8_1,솔라리스 사원 1층,"솔라리스 사원 2층 입장"
1_3_8_2,솔라리스 사원 2층,"웨이 찍고 디알라 대화 후 근처 영원한 실험실에 입장 후 제조법 획득, 강종 후 하수도 입장"
1_3_10_1,하수도,"산 송장 장애물 파괴 후 칠흑의 군단 주둔지 입장"
1_3_13,칠흑의 군단 주둔지,"[28렙 추천] 웨이 찍고 그라비시우스 장군 처치 후 11시 방향 루나리스 사원 1층 입장"
1_3_14_1,루나리스 사원 1층,"루나리스 사원 2층 입장"
1_3_14_2,루나리스 사원 2층,"파이어티 처치 후 탑 열쇠 획득 후 강종, 칠흑의 군단 주둔지 입장"
1_3_13,칠흑의 군단 주둔지,"3시 방향 황실 정원 입장"
1_3_15,황실 정원,"전직퀘스트 진행 후(1차 전직 가능) 신의 셉터 입장(젬 구매 필요 시 도서관 입장)"
1_3_18_1,신의 셉터,"신의 셉터 상층 입장"
1_3_18_2,신의 셉터 상층,"탑 지붕 입장 후 도미누스 처치, 수로 입장"
1_4_1,수로,"하이게이트 입장"
1_4_TOWN,하이게이트,"7시 방향 말라붙은 호수 입장"
1_4_2,말라붙은 호수,"정화의 황제 불 처치 후 데쉬렛의 깃발 획득, 강종 후 광산 1층 입장"
1_4_3_1,광산 1층,"광산 2층 입장"
1_4_3_2,광산 2층,"데쉬렛의 혼백 찾고 수정 광맥 입장"
1_4_3_3,수정 광맥,"웨이 찍고 다레소의 꿈 입장"
1_4_5_1,다레소의 꿈,"대 투기장 입장 후 웨이 찍고 수정 광맥 입장"
1_4_3_3,수정 광맥,"카옴의 꿈 입장"
1_4_4_1,카옴의 꿈,"입장 후 3시 방향으로 이동하고 S 코스로 12시 이동"
1_4_4_2,카옴의 요새,"(입장 후 3시 방향으로 이동) 카옴 왕 처치 후 광분의 눈 획득 후 강종, 대 투기장 입장"
1_4_3_4,대 투기장,"(왼쪽으로만 이동) 다레소 처치 후 강종, 수정 광맥 입장"
1_4_3_3,수정 광맥,"짐승의 소굴 1층 입장"
1_4_6_1,짐승의 소굴 1층,"짐승의 소굴 2층 입장"
1_4_6_2,짐승의 소굴 2층,"흉물 파이어티 처치 후 등장하는 파이어티 대화 후 수확소 입장"
1_4_6_3,수확소,"샤브론, 다크텅, 말리가로 셋 처치 후 파이어티 대화, 어둠의 중심부에서 말라카이 처치 후 강종, 오르막길 입장"
1_4_7,오르막길,"노예 감호소 입장"
1_5_1,노예 감호소,"보스잡고 사다리 타고 감시탑 입장"
1_5_TOWN,감시탑,"관리 구역 입장"
1_5_2,관리 구역,"왼쪽에서 타락 감지기 획득 후 오른쪽에서 카스티쿠스 법관 처치 하고 열의의 눈 획득, 오리아스 광장 입장"
1_5_3,오리아스 광장,"1시 방향 템플러의 법정 입장"
1_5_4,템플러의 법정,"결백의 방 입장"
1_5_5,결백의 방,"아네리우스 처치 후 타오르는 법정 입장"
1_5_4B,타오르는 법정,"멸망한 광장 입장"
1_5_3B,멸망한 광장,"웨이 찍고 납골당 입장"
1_5_6,납골당,"정화의 징표, 조합법 획득 후 강종, 멸망한 광장 입장"
1_5_3B,멸망한 광장,"(6시 방향 이동) 대성당 옥상 앞에 포탈 설치 후 5시 방향 성유물 보관실 입장"
1_5_7,성유물 보관실,"퀘스트 아이템 3개 획득 후 웨이 타고 마을갈 것"
1_5_TOWN,감시탑,"보상받고 정비 후 포탈 통해서 멸망한 광장 복귀"
1_5_3B,멸망한 광장,"대성당 옥상 입장"
1_5_8,대성당 옥상,"키타바 처치 후 릴리 로스 대화 레이클라스트로 이동"
2_6_TOWN,라이온아이 초소,"해안 지대로 입장"
2_6_2,해안 지대,"갯벌로 입장"
2_6_4,갯벌,"명예 잃은 여왕 처치 후 점령자의 눈 획득, 카루이 요새 입장"
2_6_5,카루이 요새,"오른쪽으로 이동, 투코하마의 성채에서 투코하마 처치 후 12시 방향 산등성이 입장"
2_6_6,산등성이,"웨이 찍고 라이온아이 초소 이동 후 황혼의 해안 입장"
2_6_1,황혼의 해안,"전부 처치 후 라이온 아이 초소 이동 후 산등성이 입장"
2_6_6,산등성이,"수용소 하층 입장"
2_6_7_1,수용소 하층,"전직퀘스트 진행하고 샤브론의 탑 입장"
2_6_7_2,샤브론의 탑,"수용소 지붕으로 이동 후 샤브론과 브루투스 처치 후 강종, 죄수의 문 입장"
2_6_8,죄수의 문,"화염 흡수자의 계곡에서 아버라스 처치 후 서쪽 숲 입장"
2_6_9,서쪽 숲,"강변길 입장"
2_6_10,강변길,"웨이 찍고 습지대 이동"
2_6_11,습지대,"유충 부화장 이동 후 리슬라사 처치 후 강종, 강변길 입장"
2_6_10,강변길,"남쪽 숲 입장"
2_6_12,남쪽 숲,"분노의 암굴 입장"
2_6_13,분노의 암굴,"검은 깃발 획득 후 등대 입장"
2_6_14,등대,"연료 카트 밀고 웨일럼 로스를 통해 염수왕의 암초 입장"
2_6_15,염수왕의 염초,"소아고스 처치 후 다리야영지 입장"
2_7_TOWN,다리 야영지,"부서진 다리입장"
2_7_1,부서진 다리,"갈림길 입장"
2_7_2,갈림길,"웨이 찍고 6시 방향 몰락한 성소 유적 입장"
2_7_3,몰락한 성소 유적,"지하실 입장"
2_7_4_1,지하실,"전직퀘스트 진행 후 말리가로의 지도 획득 후 강종, 갈림길 입장"
2_7_2,갈림길,"12시 방향 죄악의 방 1층 입장"
2_7_5_1,죄악의 방 1층,"실크와 대화 후 지도장치를 열어 말리가로의 지도를 넣어 작동, 말리가로 처치 후 포탈타고 죄악의 방 2층 입장"
2_7_5_2,죄악의 방 2층,"전직퀘스트 진행 후 굴 입장"
2_7_6,굴,"잿빛 들판 입장"
2_7_7,잿빛 들판,"7시 방향 요새 야영지에서 그루스트 처치 후 북쪽 숲 입장"
2_7_8,북쪽 숲,"공포의 잡목림 앞에 포탈 설치 후 둑길 입장"
2_7_10,둑길,"키샤라의 별 획득 후 바알 도시 입장"
2_7_11,바알 도시,"이이나 대화 후 바알 도시 웨이 찍고 마을갔다가 포탈로 공포의 잡목림 입장"
2_7_9,공포의 잡목림,"7개의 반딧불이 모으고 그루스컬 처치 후 강종, 2차 전직 시험 후 바알 도시 입장"
2_7_11,바알 도시,"부패의 사원 1층 입장"
2_7_12_1,부패의 사원 1층,"부패의 사원 2층 입장"
2_7_12_2,부패의 사원 2층,"아라칼리 처치 후 사안 성벽 입장"
2_8_1,사안 성벽,"사안 야영지 입장"
2_8_TOWN,사안 야영지,"왼쪽에 있는 독성 도관 입장"
2_8_2_1,독성 도관,"도이드리의 정화조 입장"
2_8_2_2,도이드리의 정화조,"가마솥에서 도이드리 처치 후 웨이 오른쪽 방향(1시) 부두로 입장"
2_8_8,부두,"좌측벽을 따라 이동, 영원의 앙크 획득 후 부활장소에서 톨먼 처치 후 곡물의 문 입장"
2_8_9,곡물의 문,"마석 군단병 처치 후 숨겨진 취약 지점 입장"
2_8_14,숨겨진 취약 지점,"갈림길에 포탈 설치 후 솔라리스 중앙 광장 입장"
2_8_11,솔라리스 중앙 광장,"12시 방향 솔라리스 사원 1층 입장"
2_8_12_1,솔라리스 사원 1층,"웨이에서 마을갔다가 포탈로 복귀"
2_8_14,숨겨진 취약 지점,"갈림길에서 다른 길 따라서 목욕탕 입장"
2_8_5,목욕탕,"루나리스 중앙 광장 입장"
2_8_6,루나리스 중앙 광장,"웨이 찍고 다시 목욕탕 복귀"
2_8_5,목욕탕,"전직퀘스트 진행 후 고층 정원 입장"
2_8_4,고층 정원,"공포의 웅덩이에서 공포의 반향 유굴 처치 후 강종"
2_8_TOWN,사안 야영지,"하간, 마라모아 보상 받고 루나리스 광장으로 이동"
2_8_6,루나리스 중앙 광장,"웨이 찍고 루나리스 사원 1층 입장"
2_8_7_1,루나리스 사원 1층,"루나리스 사원 2층 입장"
2_8_7_2,루나리스 사원 2층,"루나리스의 전령 황혼을 처치 후 달의 보주 획득, 강종 후 솔라리스 사원 1층 입장"
2_8_12_1,솔라리스 사원 1층,"솔라리스 사원 2층 입장"
2_8_12_2,솔라리스 사원 2층,"솔라리스의 전령 여명을 처치 후 태양의 보주 획득 후 강종, 2차 전직 및 루나리스 중앙 광장 입장"
2_8_6,루나리스 중앙 광장,"밑으로 내려가서 항구 다리 입장"
2_8_13,항구 다리,"하늘의 성소 입장 후 솔라리스와 루나리스 처치 후 피의 수로 입장"
2_9_1,피의 수로,"하이게이트 입장"
2_9_TOWN,하이게이트,"비탈 입장"
2_9_2,비탈,"비스타리 사막 입장"
2_9_3,비스타리 사막,"웨이 찍고 태풍에 닳은 상자에서 태풍의 칼 획득 후 위쪽에 있는 구릉 입장"
2_9_5,구릉,"웨이 찍고 끓어오르는 호수입장"
2_9_6,끓어오르는 호수,"바실리스크 처치 후 강종, 구릉 입장"
2_9_5,구릉,"터널 입장"
2_9_7,터널,"전직퀘스트 후 채석장 입장"
2_9_8,채석장,"바람의 성소에서 가루칸 처치 후, 제련소로 입장"
2_9_9,제련소,"아두스 장군 처치 후 트라탄 화약 획득 후 강종, 마을에서 병에 담긴 태풍 받고 비스타리 사막 입장"
2_9_3,비스타리 사막,"오아시스 입장"
2_9_4,오아시스,"모래 구덩이(오른쪽 벽잡고 찾기)에서 샤카리 처치 후 강종, 채석장 입장"
2_9_8,채석장,"씬과 대화 후 짐승의 소굴 입장"
2_9_10_1,짐승의 소굴,"썩어가는 중심부 입장"
2_9_10_2,썩어가는 중심부,"3개의 방 클리어 하고 검은 심장 입장 후 타락한 삼위일체 처치, 오리아스 부두 입장"
2_10_TOWN,오리아스 부두,"대성당 옥상 입장"
2_10_1,대성당 옥상,"좌측 위 대성당 꼭대기에서 배넌 구출 후 파괴된 광장 입장"
2_10_2,파괴된 광장,"입구 근처에 포탈 생성 후 왼쪽 벽잡고 관리 구역 입장"
2_10_7,관리 구역,"웨이 찍고 오리아스 부두로 이동 후 포탈로 파괴된 광장 입장"
2_10_2,파괴된 광장,"오른쪽으로 이동하여 웨이 찍고 납골당 입장"
2_10_9,납골당,"전직퀘스트 하고 봉인된상자(매혹의 영액) 획득 후 강종, 3차 전직 시험 뒤 관리구역 입장"
2_10_7,관리 구역,"바일렌타 처치 후 강종, 파괴된 광장 입장"
2_10_2,파괴된 광장,"타오르는 법정 입장"
2_10_3,타오르는 법정,"무너진 방 입장"
2_10_4,무너진 방,"순결의 지정소에서 아베리우스 처치 후 강종, 오리아스 부두에서 배넌 대화 후 파괴된 광장 입장"
2_10_2,파괴된 광장,"이노센스 대화 후 운하 입장"
2_10_5,운하,"먹이통 입장"
2_10_6,먹이통,"키타바 처치 후 /패시브 입력 후 액트2 올킬 : 24포인트 아니면 23포인트 확인"
3_1_TOWN,카루이의 바닷가,"키락과 대화하고 지도장치 사용"
