id,area_name,quest
p1_1,그을린 농지,거점 / 세를의 두름돌로 이동 (추천 이동 방향: 7시→5시 방향)
p1_2,세를의 두름돌,모든 룬 활성화 후 시오라 처치하고 우나 대화 후 입장했던 곳으로 이동해서 그을린 농지로 돌아가기
p1_1,그을린 농지,체크포인트 클릭해서 9시 방향 체크포인트 (어둠을 통과하는 길) 이동 후 검은 숲 입장
p1_3,검은 숲,왼쪽으로 이동하다가 위로 올라가면서 홀튼 입장 (ㄴ 모양)
p1_4,홀튼,1시 방향 울븐홀드 입장
p1_5,울븐홀드,입구에서 12시 방향 오스윈 처치하고 홀튼으로 돌아가기
p1_4,홀튼,홀튼 영지 찾아서 이동 (울븐홀드 입구에서 9시 방향)
p1_6,홀튼 영지,반시계 방향으로 길 찾기 / 울프릭 과 엘스위트 처치 후 마을로 복귀
p1_town,피난처,렌리 대화 후 4장 킹스마치로 이동
g4_town,킹스마치,두건 쓴 자 대화하고 오리아스로 이동
g_endgame_town,지구라트 피난처,알바 와 도리아니 대화 후 지도 장치 사용하고 맵핑하기. 액트 끝! 수고하셨습니다!
