id,area_name,quest
1_2_7,The Riverways,Activate Waypoint → Follow road to Western Forest (Follow the road to find it. Broken bridges require movement skills.)
1_2_9,The Western Forest,Activate Waypoint (Follow the road to locate it)
1_2_9,The Western Forest,Enter The Weaver's Chambers (Opposite side of road from Waypoint)
1_2_10,The Weaver's Chambers,"Kill The Weaver and collect Maligaro's Spike (Head northwest from entrance. If blocked, go north)"
1_2_10,The Weaver's Chambers,Return to town (Relog)
1_2_town,The Forest Encampment,Talk to Silk → Waypoint to Crossroads
1_2_3,The Crossroads,Head to Broken Bridge (Exit is roughly north from center)
1_2_4,The Broken Bridge,"Find hidden chest with 3 Rogue Exiles (Follow road to Waypoint, look for ruins nearby)"
1_2_4,The Broken Bridge,Kill Kraityn and collect his Amulet (Follow the road to find Kraityn's camp)
1_2_4,The Broken Bridge,Return to town (Relog)
1_2_town,The Forest Encampment,Waypoint to Riverways
1_2_7,The Riverways,Find trail between two pillars to Wetlands (Look for the distinctive two-pillar entrance)
1_2_12,The Wetlands,Kill Oak and collect his Amulet (Look for the arena structure - only large building in zone)
1_2_12,The Wetlands,Activate Waypoint
1_2_12,The Wetlands,Waypoint to Western Forest
1_2_9,The Western Forest,"Kill or Help Alira (Head southwest on road to torch, then follow side path)"
1_2_9,The Western Forest,Kill Arteri and collect Thaumetic Emblem (Continue along main road to Blackguard camp)
1_2_9,The Western Forest,Use Thaumetic Emblem on Seal and collect Baleful Gem or relog to town (Unlocks passage to Vaal Ruins)
1_2_town,The Forest Encampment,Talk to Eramir (if killed all bandits) (Skip if you helped a bandit)
1_2_town,The Forest Encampment,Waypoint to Act 1 Town
1_1_town,Lioneye's Watch,Talk to Bestel for Passive Point
1_1_town,Lioneye's Watch,Get remaining Act 1 gems from Nessa (If not collected earlier)
1_1_town,Lioneye's Watch,Waypoint to Crossroads
1_2_3,The Crossroads,Head to Fellshrine Ruins (Exit is roughly east from center)
1_2_15,The Fellshrine Ruins,Follow road to The Crypt (Kill insect packs to maintain flask and frenzy charges)
1_2_5_1,The Crypt Level 1,Complete Trial of Ascendancy (Same path leads to both Trial and Level 2)
1_2_5_1,The Crypt Level 1,Enter The Crypt Level 2
1_2_5_2,The Crypt Level 2,Find altar and collect Golden Hand (Search diagonally opposite the entrance)
1_2_5_2,The Crypt Level 2,Return to town (Portal or Relog) (Portal recommended - Relog sends to Act 1)
1_2_town,The Forest Encampment,Talk to Yeena
1_2_town,The Forest Encampment,Waypoint to Wetlands
1_2_12,The Wetlands,Use Baleful Gem to poison the tree roots at Vaal Ruins entrance (Entrance to Vaal Ruins is near waypoint)
1_2_12,The Wetlands,Enter The Vaal Ruins
1_2_11,The Vaal Ruins,"Navigate through Vaal Ruins and enter The Northern Forest (S-shaped or L-shaped zone. Walk forward until hitting dead end, then turn)"
1_2_8,The Northern Forest,Enter The Caverns (Follow waterside eastern edge heading north. Rituals offer great experience.)
1_2_14_2,The Caverns,Activate Waypoint
1_2_14_2,The Caverns,Find hidden crafting recipe (Locked door with 2 pillar switches)
1_2_14_2,The Caverns,Find entrance to Ancient Pyramid (Search the corners of the zone)
1_2_14_3,The Ancient Pyramid,"Navigate to Pyramid Apex (1st stairs in random corner, 2nd diagonally opposite)"
1_2_14_3,The Ancient Pyramid,Kill Vaal Oversoul (Act 2 Final Boss) → Enter The City of Sarn (Act 3) (Aim for Level 20-22)
1_3_1,The City of Sarn,Help Clarissa (kill Blackguard members nearby) (Clarissa is at a pillar near the first staircase to the Docks area)
1_3_1,The City of Sarn,Activate Crafting Recipe
1_3_1,The City of Sarn,Talk to Clarissa
1_3_1,The City of Sarn,Follow edge path to The Sarn Encampment (Follow the 5 o'clock edge)
1_3_town,The Sarn Encampment,Enter The Slums
1_3_2,The Slums,Find and enter The Crematorium (Search diagonally opposite from entrance)
1_3_3_1,The Crematorium,Complete Trial of Ascendancy (Visible in fog while still undiscovered)
1_3_3_1,The Crematorium,Kill Piety for Tolman's Bracelet (Boss location visible in fog)
1_3_3_1,The Crematorium,Activate Crafting Recipe
1_3_3_1,The Crematorium,Return to town (Relog)
1_3_town,The Sarn Encampment,Talk to Maramoa
1_3_town,The Sarn Encampment,Talk to Clarissa for Sewer Keys
1_3_town,The Sarn Encampment,Return to The Slums
1_3_2,The Slums,Find and open Sewer Grating
1_3_2,The Slums,Enter The Sewers
1_3_10_1,The Sewers,Activate Waypoint
1_3_10_1,The Sewers,Collect all 3 Platinum Busts (2nd bust location indicates 3rd bust direction)
1_3_10_1,The Sewers,Enter The Marketplace
1_3_5,The Marketplace,Activate Waypoint (Zone extends based on water location)
1_3_5,The Marketplace,Find and enter The Catacombs (Located nearby waypoint)
1_3_6,The Catacombs,"Complete Trial of Ascendancy (Move east from starting room if possible, north otherwise)"
1_3_6,The Catacombs,Activate Crafting Recipe (Often found parallel to arena entrance wall)
1_3_6,The Catacombs,Return to town (Relog)
1_3_town,The Sarn Encampment,Talk to Hargan for Passive Point (Check vendors for 4-link items if Level 23+)
1_3_town,The Sarn Encampment,Waypoint to The Marketplace
1_3_5,The Marketplace,"Enter The Battlefront (Usually 1 or 12 o'clock, rarely 5 o'clock)"
1_3_7,The Battlefront,Head northwest to activate Waypoint (Waypoint is on first elevation layer)
1_3_7,The Battlefront,Head 5 o'clock to collect Ribbon Spool
1_3_7,The Battlefront,"Enter Solaris Temple Level 1 (if not Level 23½) (Head 1 o'clock to entrance. If already Level 23½+, skip to Docks)"
1_3_8_1,The Solaris Temple Level 1,"Navigate to Solaris Temple Level 2 (Walk forward until wall, turn toward zone extension)"
1_3_8_2,The Solaris Temple Level 2,Activate Waypoint
1_3_8_2,The Solaris Temple Level 2,Activate Crafting Recipe (Near waypoint in Eternal Laboratory arena)
1_3_8_2,The Solaris Temple Level 2,Waypoint to The Battlefront
1_3_7,The Battlefront,"Head 7 o'clock to The Docks (North of waypoint, at end of river)"
1_3_9,The Docks,Find Thaumetic Sulphite (Excellent zone for XP farming)
1_3_9,The Docks,Return to town (Relog)
1_3_town,The Sarn Encampment,Waypoint to Solaris Temple Level 2
1_3_8_2,The Solaris Temple Level 2,Talk to Dialla (Follow red carpet)
1_3_8_2,The Solaris Temple Level 2,Talk to Dialla again for Infernal Talc
1_3_8_2,The Solaris Temple Level 2,Waypoint to The Sewers
1_3_10_1,The Sewers,Use Infernal Talc on Undying Blockage
1_3_10_1,The Sewers,Activate Crafting Recipe
1_3_10_1,The Sewers,Enter The Ebony Barracks
1_3_13,The Ebony Barracks,Activate Waypoint
1_3_13,The Ebony Barracks,Head 7 o'clock to kill General Gravicius (Rewards Level 28 Skill Gems)
1_3_13,The Ebony Barracks,Head 7 o'clock to Lunaris Temple Level 1
1_3_14_1,The Lunaris Temple Level 1,Navigate to Lunaris Temple Level 2 (Follow red carpet)
1_3_14_2,The Lunaris Temple Level 2,"Kill Piety for Tower Key (Follow stairs going up, then single wagon at fork)"
1_3_14_2,The Lunaris Temple Level 2,Activate Crafting Recipe
1_3_14_2,The Lunaris Temple Level 2,Return to town (Relog)
1_3_town,The Sarn Encampment,Talk to Grigor for Passive Point
1_3_town,The Sarn Encampment,Talk to Maramoa
1_3_town,The Sarn Encampment,Visit Hideout or buy gems from Lilly Roth (Check for off-class support gems)
1_3_town,The Sarn Encampment,Waypoint to The Ebony Barracks
1_3_13,The Ebony Barracks,Head 1 o'clock to The Imperial Gardens
1_3_15,The Imperial Gardens,Follow road and activate Waypoint
1_3_15,The Imperial Gardens,"Head 12 o'clock off-road for Trial of Ascendancy (North corner, off the main road)"
1_3_15,The Imperial Gardens,Activate Crafting Recipe
1_3_15,The Imperial Gardens,Return to town (Relog)
1_3_town,The Sarn Encampment,Waypoint to The Imperial Gardens
1_3_15,The Imperial Gardens,Head 7 o'clock to The Library (For Level 31 and off-class support gems)
1_3_17_1,The Library,Activate Waypoint
1_3_17_1,The Library,Find loose candle and enter The Archives
1_3_17_2,The Archives,Collect all 4 Golden Pages (Hidden crafting bench: candle in narrow corridor)
1_3_17_2,The Archives,Return to town (Relog)
1_3_town,The Sarn Encampment,Gather some currency (Prepare for gem purchases)
1_3_town,The Sarn Encampment,Waypoint to The Library
1_3_17_1,The Library,Talk to Siosa
1_3_17_1,The Library,Waypoint to The Imperial Gardens
1_3_15,The Imperial Gardens,Complete Normal Labyrinth (Level 33) (Build-dependent. Another reminder follows later)
1_3_15,The Imperial Gardens,Follow wagons to Sceptre of God (Follow the road with wagons)
1_3_18_1,The Sceptre of God,Navigate to Upper Sceptre of God (Floors are circular - arena stairs spawn every 90°)
1_3_18_2,The Upper Sceptre of God,Find and enter Tower Rooftop arena (Same layout rules - head 1 o'clock after Scion cage)
1_3_18_2,The Upper Sceptre of God,Kill Dominus
1_3_18_2,The Upper Sceptre of God,Enter The Aqueduct (Act 4)
1_4_1,The Aqueduct,Rush to Highgate (Run through without killing - save time for later zones)
1_4_1,The Aqueduct,Enter Highgate
1_4_town,Highgate,Enter The Dried Lake
1_4_2,The Dried Lake,Kill Voll and collect Deshret's Banner (Look for the book icon on minimap - it appears before the arena)
1_4_2,The Dried Lake,Activate Crafting Recipe
1_4_2,The Dried Lake,Return to Highgate (Relog)
1_4_town,Highgate,Enter The Mines Level 1
1_4_3_1,The Mines Level 1,Activate Crafting Recipe
1_4_3_1,The Mines Level 1,"Navigate to The Mines Level 2 (Move northwest when possible, otherwise follow the zone)"
1_4_3_2,The Mines Level 2,Free Deshret's Spirit (Look for the glowing spirit as you progress through)
1_4_3_2,The Mines Level 2,Enter The Crystal Veins
1_4_3_3,The Crystal Veins,Activate Waypoint (Aim to reach Level 31 by this point)
1_4_3_3,The Crystal Veins,Activate Crafting Recipe
1_4_3_3,The Crystal Veins,Waypoint to Highgate
1_4_town,Highgate,Talk to Tasuni for Passive Point
1_4_town,Highgate,Talk to Oyun
1_4_town,Highgate,Waypoint to The Sarn Encampment (Act 3) (To complete Normal Labyrinth if not done yet)
Labyrinth_Airlock,Aspirants' Plaza,Complete Normal Labyrinth (Enter Aspirants' Plaza from Act 3 Town)
1_4_town,Highgate,Waypoint to The Crystal Veins
1_4_3_3,The Crystal Veins,Enter Daresso's Dream
1_4_5_1,Daresso's Dream,"Navigate to The Grand Arena (Prioritize moving east, then south to reach east, then north)"
1_4_5_2,The Grand Arena,"Kill Daresso and collect Eye of Desire (Follow corridors. At splits, take north or west options)"
1_4_5_2,The Grand Arena,Activate Crafting Recipe
1_4_5_2,The Grand Arena,Waypoint to Highgate (Portal places you right next to waypoint)
1_4_town,Highgate,Waypoint to The Crystal Veins
1_4_3_3,The Crystal Veins,Enter Kaom's Dream
1_4_4_1,Kaom's Dream,"Navigate to Kaom's Stronghold (Head 1 o'clock, then follow bridges to the exit)"
1_4_4_3,Kaom's Stronghold,Kill Kaom and collect Eye of Fury (Enter Caldera of the King arena to fight the boss)
1_4_4_3,Kaom's Stronghold,Activate Crafting Recipe
1_4_4_3,Kaom's Stronghold,Portal to Highgate (Portal places you right next to waypoint)
1_4_town,Highgate,Waypoint to The Crystal Veins
1_4_3_3,The Crystal Veins,Talk to Lady Dialla
1_4_3_3,The Crystal Veins,Enter Belly of the Beast Level 1
1_4_6_1,The Belly of the Beast Level 1,"Navigate to Belly of the Beast Level 2 (Prioritize west, then north, then east. Reverse on dead ends)"
1_4_6_2,The Belly of the Beast Level 2,Enter Bowels of the Beast and kill Piety
1_4_6_2,The Belly of the Beast Level 2,Talk to Piety after defeating her
1_4_6_2,The Belly of the Beast Level 2,Activate Crafting Recipe
1_4_6_2,The Belly of the Beast Level 2,Enter The Harvest
1_4_6_3,The Harvest,"Kill Doedre, Maligaro, and Shavronne (Static layout: 1 boss east, 2 bosses west of waypoint)"
1_4_6_3,The Harvest,Talk to Piety after killing all three
1_4_6_3,The Harvest,Enter The Black Core and kill Malachai (Final Act 4 boss - recommended Level 34-35)
1_4_6_3,The Harvest,Return to Highgate (Relog)
1_4_town,Highgate,Talk to Dialla
1_4_town,Highgate,Enter The Ascent
1_4_7,The Ascent,"Navigate to portal device (Move north, cross long bridge, hug east edge after encampment)"
1_4_7,The Ascent,Activate Crafting Recipe → Activate portal device and enter Act 5 (Located in the encampment midway through the zone)
1_5_1,The Slave Pens,Activate Crafting Recipe
1_5_1,The Slave Pens,Navigate through corridor with hanged Karui (Follow south edge to reach the corridor)
1_5_1,The Slave Pens,Kill Overseer Krow (Located at the end of the zone near the tower entrance)
1_5_1,The Slave Pens,Enter Overseer's Tower
1_5_town,Overseer's Tower,Talk to Lani
1_5_town,Overseer's Tower,Enter The Control Blocks
1_5_2,The Control Blocks,Collect Miasmeter (Head south-west from entrance)
1_5_2,The Control Blocks,Kill Justicar Casticus and collect Eyes of Zeal (Head north from entrance - use blink skills through broken gates to skip sections)
1_5_2,The Control Blocks,Enter Oriath Square
1_5_3,Oriath Square,Enter The Templar Courts (Head north from entrance)
1_5_4,The Templar Courts,Enter The Chamber of Innocence (Move in a clockwise direction through the courts)
1_5_5,The Chamber of Innocence,Navigate to Sanctum of Innocence (Follow outer wall counter-clockwise - recommended level 37+)
1_5_5,The Chamber of Innocence,Activate Crafting Recipe (Located in a side corridor about halfway through the zone)
1_5_5,The Chamber of Innocence,Kill High Templar Avarius
1_5_5,The Chamber of Innocence,Return to Overseer's Tower (Relog)
1_5_town,Overseer's Tower,Talk to Lani
1_5_town,Overseer's Tower,Talk to Vilenta
1_5_town,Overseer's Tower,Talk to Bannon to unlock as vendor (This unlocks Bannon as armor and weapon vendor in town)
1_5_town,Overseer's Tower,Waypoint to The Chamber of Innocence
1_5_5,The Chamber of Innocence,Enter The Torched Courts
1_5_4b,The Torched Courts,Enter The Ruined Square (Move counter-clockwise through the zone)
1_5_3b,The Ruined Square,Activate Waypoint (Fixed layout. Head south-west from entrance)
1_5_3b,The Ruined Square,Enter The Ossuary
1_5_4,The Ossuary,Find Sign of Purity (Located in a tomb area within the zone)
1_5_4,The Ossuary,Activate Crafting Recipe
1_5_4,The Ossuary,Return to Overseer's Tower (Relog)
1_5_town,Overseer's Tower,Waypoint to The Ruined Square
1_5_3b,The Ruined Square,Move to central square (Head south from waypoint to reach the large central square)
1_5_3b,The Ruined Square,Kill Utula for weapon quest (Move east from the square center)
1_5_3b,The Ruined Square,"Enter The Reliquary (From the central square, move south-east)"
1_5_7,The Reliquary,Collect 3x Kitava's Torments (Found near the corners - choose a direction and follow the outer edge)
1_5_7,The Reliquary,Activate Crafting Recipe
1_5_7,The Reliquary,"Return to Overseer's Tower (Relog or waypoint) (After collecting the third relic, waypoint or die to respawn in town (softcore only))"
1_5_town,Overseer's Tower,Talk to Lani
1_5_town,Overseer's Tower,Talk to Bannon for weapon quest (Opens arena fight with Utula - only if you killed Utula earlier)
1_5_town,Overseer's Tower,Waypoint to The Ruined Square
1_5_3b,The Ruined Square,Enter The Cathedral Rooftop (Move south from the central square)
1_5_8,The Cathedral Rooftop,Navigate to Cathedral Apex (Move north-east through the rooftop)
1_5_8,The Cathedral Rooftop,Kill Kitava (Final boss of Act 5 - permanent -30% resistance penalty after death)
1_5_8,The Cathedral Rooftop,Talk to Lilly Roth
1_5_8,The Cathedral Rooftop,Sail to Lioneye's Watch (Act 6) (Beginning of Part 2 - you will revisit Wraeclast)
2_6_1,The Twilight Strand,Full clear the zone (Lilly's countdown displays when 5 enemies remain)
2_6_1,The Twilight Strand,Return to Lioneye's Watch
2_6_town,Lioneye's Watch,Talk to Lilly Roth
2_6_town,Lioneye's Watch,Waypoint to Hideout / Buy Gems (Skip gems if no PoB imported)
2_6_town,Lioneye's Watch,Enter The Coast
2_6_2,The Coast,Activate Waypoint
2_6_2,The Coast,Enter The Mud Flats
2_6_4,The Mud Flats,Kill Dishonoured Queen for Eye of Conquest (Located at the former Submerged Passage entrance (east edge))
2_6_4,The Mud Flats,"Find and enter Karui Fortress (From Queen, follow the north edge eastward)"
2_6_5,The Karui Fortress,Enter Tukohama's Keep and kill Tukohama
2_6_5,The Karui Fortress,Activate Crafting Recipe
2_6_5,The Karui Fortress,"Exit north from boss arena, head to The Ridge (After exiting Tukohama's arena, move east then north to the exit)"
2_6_6,The Ridge,Activate Waypoint
2_6_6,The Ridge,Portal to town then waypoint to Coast (or direct portal to Coast) (Can portal directly to Coast or via town waypoint)
2_6_2,The Coast,Enter The Tidal Island (Skip if you have a strong belt equipped)
2_6_3,The Tidal Island,Collect the Manuscript
2_6_3,The Tidal Island,Return to town (Relog)
2_6_town,Lioneye's Watch,Talk to Lilly for Respec Points
2_6_town,Lioneye's Watch,Talk to Tarkleigh
2_6_town,Lioneye's Watch,Talk to Bestel for Rare Belt
2_6_town,Lioneye's Watch,Waypoint to The Ridge
2_6_6,The Ridge,Navigate to The Lower Prison
2_6_7_1,The Lower Prison,Complete the Trial of Ascendancy (Follow right wall from waypoint to find the trial)
2_6_7_1,The Lower Prison,Activate Crafting Recipe
2_6_7_1,The Lower Prison,Enter Shavronne's Tower
2_6_7_2,Shavronne's Tower,Reach the Prison Rooftop and kill Shavronne & Brutus
2_6_7_2,Shavronne's Tower,Enter Warden's Chambers
2_6_7_2,Shavronne's Tower,Activate Crafting Recipe
2_6_7_2,Shavronne's Tower,Enter Prisoner's Gate
2_6_8,Prisoner's Gate,Enter Abberath's Arena and kill Abberath (Arena is in the side area behind a ledge)
2_6_8,Prisoner's Gate,Follow the road to Western Forest (Stay on the main road to reach the exit)
2_6_9,The Western Forest,Follow the road to The Riverways (Stay on the main road)
2_6_9,The Western Forest,Look for Crafting Recipe on side path (Side path marked by a torch on the road)
2_6_10,The Riverways,Activate Waypoint (Follow the main road to find the waypoint)
2_6_10,The Riverways,Find trail between 2 pillars leading to Wetlands (Pebble path at waypoint leads to Wetlands)
2_6_11,The Wetlands,Find Spawning Grounds and kill Ryslatha (Head south to locate the boss arena)
2_6_11,The Wetlands,Return to town (Relog)
2_6_town,Lioneye's Watch,Talk to Tarkleigh
2_6_town,Lioneye's Watch,Talk to Bestel
2_6_town,Lioneye's Watch,Waypoint to The Riverways
2_6_10,The Riverways,"Follow road to blockage, head south to Southern Forest (At the blocked road, head south for the exit)"
2_6_12,The Southern Forest,Navigate to Cavern of Anger (Great zone for experience farming if needed)
2_6_13,The Cavern of Anger,"Collect the Black Flag (Arena exit usually south or east, rarely west)"
2_6_13,The Cavern of Anger,Find and enter The Beacon
2_6_14,The Beacon,Activate the Beacon and burn the Black Flag (Complete the pillar puzzle to reach the beacon)
2_6_14,The Beacon,Activate Crafting Recipe
2_6_14,The Beacon,Talk to Weylam and sail to Brine King's Reef
2_6_15,The Brine King's Reef,Kill the Brine King (Final boss of Act 6)
2_6_15,The Brine King's Reef,Travel to The Southern Forest (Act 7) (Beginning of Act 7)
2_7_2,The Southern Forest,Navigate to The Broken Bridge (Follow the road upward)
2_7_1,The Broken Bridge,Activate Waypoint (Follow the road to the waypoint)
2_7_1,The Broken Bridge,Collect Silver Locket from nearby ruins (Located in the castle ruins near the waypoint)
2_7_1,The Broken Bridge,Follow the road to The Crossroads
2_7_2,The Crossroads,Activate Waypoint (Follow the road - waypoint is centrally located)
2_7_2,The Crossroads,"Head south from waypoint to Fellshrine Ruins (North leads to Chamber of Sins, south to Fellshrine)"
2_7_3,The Fellshrine Ruins,Follow the road to The Crypt (Stay on the main road through the ruins)
2_7_4,The Crypt,Complete Trial of Ascendancy (Trial is mandatory for progression)
2_7_4,The Crypt,Activate Crafting Recipe
2_7_4,The Crypt,Find the Sarcophagus and collect Maligaro's Map (Look for the arena-marked sarcophagus)
2_7_4,The Crypt,Return to The Bridge Encampment (Relog)
2_7_town,The Bridge Encampment,Turn in Silver Locket to Weylam
2_7_town,The Bridge Encampment,Waypoint to The Crossroads
2_7_2,The Crossroads,Head north from waypoint to Chamber of Sins Level 1 (North of the waypoint leads to Chamber of Sins)
2_7_5_1,The Chamber of Sins Level 1,Activate Waypoint (Waypoint indicates the direction to Chamber of Sins Level 2)
2_7_5_1,The Chamber of Sins Level 1,Activate Crafting Recipe
2_7_5_1,The Chamber of Sins Level 1,Use Maligaro's Map in the Map Device (Map Device is in the central area)
2_7_5_1,The Chamber of Sins Level 1,Enter Maligaro's Sanctum
2_7_5_map,Maligaro's Sanctum,Navigate to Maligaro's Workshop and kill Maligaro (Follow edges and bridges to reach the workshop)
2_7_5_map,Maligaro's Sanctum,Collect Maligaro's Venom (Drops from Maligaro)
2_7_5_map,Maligaro's Sanctum,"Return to Chamber of Sins Level 1 (Relog) (Relog for league start, portal for non-league start)"
2_7_5_1,The Chamber of Sins Level 1,"Return to town and turn in quests (Helena: Essence of the Artist, Weylam: Silver Locket)"
2_7_5_1,The Chamber of Sins Level 1,Talk to Silk for Obsidian Key (Silk appears after returning from Maligaro's Sanctum)
2_7_5_1,The Chamber of Sins Level 1,Find and enter Chamber of Sins Level 2 (Waypoint points toward the exit direction)
2_7_5_2,The Chamber of Sins Level 2,Complete Trial of Ascendancy
2_7_5_2,The Chamber of Sins Level 2,Activate Crafting Recipe
2_7_5_2,The Chamber of Sins Level 2,Unlock the Secret Passage with Obsidian Key (Secret passage leads to The Den)
2_7_5_2,The Chamber of Sins Level 2,Enter The Den
2_7_6,The Den,Navigate to The Ashen Fields
2_7_7,The Ashen Fields,Optional: Complete Cruel Labyrinth (Level 55+) (Build-dependent timing - another reminder later if skipped)
2_7_7,The Ashen Fields,Kill Greust/Ralakesh (Head toward the northwest section of the zone)
2_7_7,The Ashen Fields,Enter The Northern Forest
2_7_8,The Northern Forest,Activate Waypoint (Place portal at Dread Thicket entrance when found)
2_7_8,The Northern Forest,Waypoint to The Bridge Encampment
2_7_town,The Bridge Encampment,Talk to Eramir for Passive Point
2_7_town,The Bridge Encampment,Talk to Helena for Essence of the Artist reward
2_7_town,The Bridge Encampment,Waypoint to Lioneye's Watch (Act 6)
2_6_town,Lioneye's Watch,Talk to Bestel
2_6_town,Lioneye's Watch,Waypoint to The Northern Forest
2_7_8,The Northern Forest,Navigate to The Causeway (Look for Dread Thicket entrance and place portal)
2_7_10,The Causeway,Activate Crafting Recipe
2_7_10,The Causeway,Collect Kishara's Star (Quest item found in the zone)
2_7_10,The Causeway,Enter The Vaal City
2_7_11,The Vaal City,Activate Waypoint
2_7_11,The Vaal City,Waypoint to The Northern Forest
2_7_8,The Northern Forest,Enter The Dread Thicket (Use portal placed earlier if available)
2_7_9,The Dread Thicket,Activate Crafting Recipe
2_7_9,The Dread Thicket,Collect 7 Fireflies (Fireflies are scattered throughout the zone)
2_7_9,The Dread Thicket,Find Gruthkul's Den and kill Gruthkul (Arena-marked den in the zone)
2_7_9,The Dread Thicket,Return to The Bridge Encampment (Relog)
2_7_town,The Bridge Encampment,Talk to Weylam
2_7_town,The Bridge Encampment,Talk to Eramir
2_7_town,The Bridge Encampment,Optional: Helena offers Amulet swap for Greust Necklace (Only if portal close to Azmeri Shrine)
